token,count,first_token_count,candidate_score
0gb,2,0,1.0986122886681098
schermatura,2,0,1.0986122886681098
none,2,0,1.0986122886681098
aggiuntivo,2,0,1.0986122886681098
chilled,2,0,1.0986122886681098
ping,2,0,1.0986122886681098
horn,2,0,1.0986122886681098
sbarra,2,0,1.0986122886681098
metrico,2,0,1.0986122886681098
unloaded,2,0,1.0986122886681098
acoustic,2,0,1.0986122886681098
p3268,2,0,1.0986122886681098
magnetote,2,0,1.0986122886681098
prossimita,2,0,1.0986122886681098
udimm,2,0,1.0986122886681098
piastre,2,0,1.0986122886681098
mz570,2,0,1.0986122886681098
rebate,2,0,1.0986122886681098
gabbia,2,0,1.0986122886681098
fotografica,2,0,1.0986122886681098
16q,2,0,1.0986122886681098
2mp,2,0,1.0986122886681098
combinato,2,0,1.0986122886681098
lightfi,2,0,1.0986122886681098
scatto,2,0,1.0986122886681098
ecovadis,2,0,1.0986122886681098
pong,2,0,1.0986122886681098
gestito,2,0,1.0986122886681098
mdl,2,0,1.0986122886681098
heavy,2,0,1.0986122886681098
olio,2,0,1.0986122886681098
psu2,2,0,1.0986122886681098
draka,2,0,1.0986122886681098
hood,2,0,1.0986122886681098
110mmx74m,2,0,1.0986122886681098
dritte,2,0,1.0986122886681098
blind,2,0,1.0986122886681098
backplate,2,0,1.0986122886681098
fsc,2,0,1.0986122886681098
2mbh,2,0,1.0986122886681098
vector,2,0,1.0986122886681098
isx,2,0,1.0986122886681098
incassato,2,0,1.0986122886681098
ic40,2,0,1.0986122886681098
autoprotetto,2,0,1.0986122886681098
typea,2,0,1.0986122886681098
largh,2,0,1.0986122886681098
exten,2,0,1.0986122886681098
cinema,2,0,1.0986122886681098
extractor,2,0,1.0986122886681098
antifuovo,2,0,1.0986122886681098
ave,2,0,1.0986122886681098
15x5,2,0,1.0986122886681098
onl,2,0,1.0986122886681098
incorporata,2,0,1.0986122886681098
hilti,2,0,1.0986122886681098
valle,2,0,1.0986122886681098
f63,2,0,1.0986122886681098
tecnico,2,0,1.0986122886681098
110mm,2,0,1.0986122886681098
pxe,2,0,1.0986122886681098
count,2,0,1.0986122886681098
led60s,2,0,1.0986122886681098
chiara,2,0,1.0986122886681098
4in,2,0,1.0986122886681098
champagne,2,0,1.0986122886681098
strong,2,0,1.0986122886681098
tight,2,0,1.0986122886681098
unione,2,0,1.0986122886681098
country,2,0,1.0986122886681098
kabel,2,0,1.0986122886681098
turn,2,0,1.0986122886681098
principale,2,0,1.0986122886681098
p1377,2,0,1.0986122886681098
ic8,2,0,1.0986122886681098
deskphone,2,0,1.0986122886681098
10baset,2,0,1.0986122886681098
celle,2,0,1.0986122886681098
quality,2,0,1.0986122886681098
8500r,2,0,1.0986122886681098
breaker,2,0,1.0986122886681098
50a,2,0,1.0986122886681098
11x,2,0,1.0986122886681098
v15,2,0,1.0986122886681098
c30r2,2,0,1.0986122886681098
analisi,2,0,1.0986122886681098
multisensor,2,0,1.0986122886681098
micr,2,0,1.0986122886681098
alimentaz,2,0,1.0986122886681098
minib,2,0,1.0986122886681098
p1311,2,0,1.0986122886681098
repair,2,0,1.0986122886681098
d4100,2,0,1.0986122886681098
strobe,2,0,1.0986122886681098
siren,2,0,1.0986122886681098
10vf,2,0,1.0986122886681098
dan,2,0,1.0986122886681098
esata,2,0,1.0986122886681098
p3224,2,0,1.0986122886681098
segnaletica,2,0,1.0986122886681098
65in,2,0,1.0986122886681098
200m,2,0,1.0986122886681098
870mm,2,0,1.0986122886681098
elettrica,2,0,1.0986122886681098
dpa,2,0,1.0986122886681098
license23,2,0,1.0986122886681098
rogowski,2,0,1.0986122886681098
d41,2,0,1.0986122886681098
meyer,2,0,1.0986122886681098
transducer,2,0,1.0986122886681098
konig,2,0,1.0986122886681098
perdvc,2,0,1.0986122886681098
tuning,2,0,1.0986122886681098
modb,2,0,1.0986122886681098
slng,2,0,1.0986122886681098
5x31,2,0,1.0986122886681098
sosp,2,0,1.0986122886681098
covers,2,0,1.0986122886681098
fca,2,0,1.0986122886681098
cardbus,2,0,1.0986122886681098
denti,2,0,1.0986122886681098
pollice,2,0,1.0986122886681098
m06bk,2,0,1.0986122886681098
1000w,2,0,1.0986122886681098
onelink,2,0,1.0986122886681098
restart,2,0,1.0986122886681098
spin,2,0,1.0986122886681098
linear,2,0,1.0986122886681098
600x600x600,2,0,1.0986122886681098
100kpa,2,0,1.0986122886681098
adatta,2,0,1.0986122886681098
6x30,2,0,1.0986122886681098
plant,2,0,1.0986122886681098
fase,2,0,1.0986122886681098
topboost,2,0,1.0986122886681098
operativa,2,0,1.0986122886681098
matching,2,0,1.0986122886681098
500pa,2,0,1.0986122886681098
toslink,2,0,1.0986122886681098
1a721,2,0,1.0986122886681098
a72,2,0,1.0986122886681098
cadopia,2,0,1.0986122886681098
optimate,2,0,1.0986122886681098
snodo,2,0,1.0986122886681098
fluida,2,0,1.0986122886681098
skin,2,0,1.0986122886681098
360mm,2,0,1.0986122886681098
iq8control,2,0,1.0986122886681098
fusione,2,0,1.0986122886681098
r9005,2,0,1.0986122886681098
800x2000x800,2,0,1.0986122886681098
soff,2,0,1.0986122886681098
gst18,2,0,1.0986122886681098
arlam,2,0,1.0986122886681098
cav,2,0,1.0986122886681098
nokia,2,0,1.0986122886681098
32k,2,0,1.0986122886681098
600x600x500,2,0,1.0986122886681098
navy,2,0,1.0986122886681098
pianale,2,0,1.0986122886681098
programmed,2,0,1.0986122886681098
16k,2,0,1.0986122886681098
gloss,2,0,1.0986122886681098
portacavi,2,0,1.0986122886681098
usc,2,0,1.0986122886681098
cassetti,2,0,1.0986122886681098
liquidi,2,0,1.0986122886681098
1yracqy1,2,0,1.0986122886681098
nel,2,0,1.0986122886681098
h90,2,0,1.0986122886681098
ps2,2,0,1.0986122886681098
8mp,2,0,1.0986122886681098
dvr,2,0,1.0986122886681098
capture,2,0,1.0986122886681098
superserver,2,0,1.0986122886681098
mood,2,0,1.0986122886681098
ddrii,2,0,1.0986122886681098
3he,2,0,1.0986122886681098
102x76mm,2,0,1.0986122886681098
6lc,2,0,1.0986122886681098
20u,2,0,1.0986122886681098
toughest,2,0,1.0986122886681098
estruso,2,0,1.0986122886681098
531mc,2,0,1.0986122886681098
upto,2,0,1.0986122886681098
sanitaria,2,0,1.0986122886681098
edgeports,2,0,1.0986122886681098
2200mm,2,0,1.0986122886681098
configurations,2,0,1.0986122886681098
dietro,2,0,1.0986122886681098
gesso,2,0,1.0986122886681098
800x1200,2,0,1.0986122886681098
nuca,2,0,1.0986122886681098
h8tnr,2,0,1.0986122886681098
l800xp800,2,0,1.0986122886681098
awg22,2,0,1.0986122886681098
gu10,2,0,1.0986122886681098
hight,2,0,1.0986122886681098
finitura,2,0,1.0986122886681098
vano,2,0,1.0986122886681098
wit,2,0,1.0986122886681098
l600xp600,2,0,1.0986122886681098
conditions,2,0,1.0986122886681098
piatti,2,0,1.0986122886681098
becchi,2,0,1.0986122886681098
retractor,2,0,1.0986122886681098
adapt,2,0,1.0986122886681098
lcp,2,0,1.0986122886681098
completa,2,0,1.0986122886681098
enclosed,2,0,1.0986122886681098
aerial,2,0,1.0986122886681098
lubrificante,2,0,1.0986122886681098
papst,2,0,1.0986122886681098
armata,2,0,1.0986122886681098
connectivity,2,0,1.0986122886681098
ml370,2,0,1.0986122886681098
ana,2,0,1.0986122886681098
shutters,2,0,1.0986122886681098
cieche,2,0,1.0986122886681098
thinox,2,0,1.0986122886681098
lz120,2,0,1.0986122886681098
ebm,2,0,1.0986122886681098
cablofil,2,0,1.0986122886681098
offset,2,0,1.0986122886681098
12f,2,0,1.0986122886681098
1x12f,2,0,1.0986122886681098
1366x768,2,0,1.0986122886681098
applicare,2,0,1.0986122886681098
reel,2,0,1.0986122886681098
onsitepick,2,0,1.0986122886681098
sil,2,0,1.0986122886681098
3dwpd,2,0,1.0986122886681098
tende,2,0,1.0986122886681098
alimentate,2,0,1.0986122886681098
hotspot,2,0,1.0986122886681098
12fo,2,0,1.0986122886681098
sddm,2,0,1.0986122886681098
scar,2,0,1.0986122886681098
80mm,2,0,1.0986122886681098
estremit,2,0,1.0986122886681098
21mm,2,0,1.0986122886681098
conduttore,2,0,1.0986122886681098
arredi,2,0,1.0986122886681098
30pz,2,0,1.0986122886681098
diritta,2,0,1.0986122886681098
ds1,2,0,1.0986122886681098
amptrac,2,0,1.0986122886681098
retainer,2,0,1.0986122886681098
uca202,2,0,1.0986122886681098
jacks,2,0,1.0986122886681098
1hu,2,0,1.0986122886681098
rings,2,0,1.0986122886681098
blac,2,0,1.0986122886681098
inclusa,2,0,1.0986122886681098
finish,2,0,1.0986122886681098
1gbps,2,0,1.0986122886681098
48pp,2,0,1.0986122886681098
sides,2,0,1.0986122886681098
sigma,2,0,1.0986122886681098
graphite,2,0,1.0986122886681098
holes,2,0,1.0986122886681098
acciao,2,0,1.0986122886681098
ven,2,0,1.0986122886681098
assemblato,2,0,1.0986122886681098
1mm2,2,0,1.0986122886681098
ciechi,2,0,1.0986122886681098
9011b,2,0,1.0986122886681098
adjustable,2,0,1.0986122886681098
fingers,2,0,1.0986122886681098
semplice,2,0,1.0986122886681098
200a,2,0,1.0986122886681098
41x41,2,0,1.0986122886681098
fib,2,0,1.0986122886681098
prog,2,0,1.0986122886681098
digit,2,0,1.0986122886681098
15cm,2,0,1.0986122886681098
handles,2,0,1.0986122886681098
rgbhv,2,0,1.0986122886681098
bik,2,0,1.0986122886681098
configurabile,2,0,1.0986122886681098
ceramica,2,0,1.0986122886681098
verticali,2,0,1.0986122886681098
pc2se,2,0,1.0986122886681098
sas3916,2,0,1.0986122886681098
750mmwide,2,0,1.0986122886681098
brush,2,0,1.0986122886681098
sonora,2,0,1.0986122886681098
dle,2,0,1.0986122886681098
specified,2,0,1.0986122886681098
bassa,2,0,1.0986122886681098
elett,2,0,1.0986122886681098
tuned,2,0,1.0986122886681098
riscaldata,2,0,1.0986122886681098
w7pro,2,0,1.0986122886681098
avv,2,0,1.0986122886681098
quest,2,0,1.0986122886681098
lsz,2,0,1.0986122886681098
multimodali,2,0,1.0986122886681098
h1500xl800xp1000,2,0,1.0986122886681098
868mhz,2,0,1.0986122886681098
h2000xl600xp800,2,0,1.0986122886681098
fiss,2,0,1.0986122886681098
enet,2,0,1.0986122886681098
environment,2,0,1.0986122886681098
2x25,2,0,1.0986122886681098
h2000xl800xp600,2,0,1.0986122886681098
installed,2,0,1.0986122886681098
h1200xl800xp1000,2,0,1.0986122886681098
stick,2,0,1.0986122886681098
chipkill,2,0,1.0986122886681098
fbd,2,0,1.0986122886681098
befestigung,2,0,1.0986122886681098
superclamp,2,0,1.0986122886681098
zur,2,0,1.0986122886681098
g50,2,0,1.0986122886681098
ibr,2,0,1.0986122886681098
iie,2,0,1.0986122886681098
h1200xl800xp600,2,0,1.0986122886681098
3pn,2,0,1.0986122886681098
fullhd,2,0,1.0986122886681098
iris,2,0,1.0986122886681098
adc,2,0,1.0986122886681098
h1200xl800xp800,2,0,1.0986122886681098
cl5,2,0,1.0986122886681098
5pcs,2,0,1.0986122886681098
daughter,2,0,1.0986122886681098
ino,2,0,1.0986122886681098
ship,2,0,1.0986122886681098
anta,2,0,1.0986122886681098
targhetta,2,0,1.0986122886681098
nanocell,2,0,1.0986122886681098
3poli,2,0,1.0986122886681098
buttons,2,0,1.0986122886681098
webos,2,0,1.0986122886681098
update,2,0,1.0986122886681098
lat,2,0,1.0986122886681098
alte,2,0,1.0986122886681098
1000lx,2,0,1.0986122886681098
h2000xl80,2,0,1.0986122886681098
avvitare,2,0,1.0986122886681098
crl150,2,0,1.0986122886681098
pm1122,2,0,1.0986122886681098
delta,2,0,1.0986122886681098
pk100,2,0,1.0986122886681098
800x1000,2,0,1.0986122886681098
incendio,2,0,1.0986122886681098
prova,2,0,1.0986122886681098
endpoin,2,0,1.0986122886681098
girevole,2,0,1.0986122886681098
abbinare,2,0,1.0986122886681098
t91g61,2,0,1.0986122886681098
lingua,2,0,1.0986122886681098
dn15,2,0,1.0986122886681098
ventilaz,2,0,1.0986122886681098
baseline,2,0,1.0986122886681098
susp,2,0,1.0986122886681098
nsx,2,0,1.0986122886681098
clk300,2,0,1.0986122886681098
h1800xl800xp800,2,0,1.0986122886681098
h2200xl800xp1000,2,0,1.0986122886681098
positioning,2,0,1.0986122886681098
gem,2,0,1.0986122886681098
x0689c01,2,0,1.0986122886681098
1300t,2,0,1.0986122886681098
iq8alarm,2,0,1.0986122886681098
monomod,2,0,1.0986122886681098
scroll,2,0,1.0986122886681098
tac,2,0,1.0986122886681098
areazione,2,0,1.0986122886681098
10x,2,0,1.0986122886681098
transcend,2,0,1.0986122886681098
replication,2,0,1.0986122886681098
h2200xl800xp800,2,0,1.0986122886681098
buzz,2,0,1.0986122886681098
termovelocimetrico,2,0,1.0986122886681098
h1200xl600xp600,2,0,1.0986122886681098
1x16gb,2,0,1.0986122886681098
montante,2,0,1.0986122886681098
miniusb,2,0,1.0986122886681098
centrino,2,0,1.0986122886681098
ebene,2,0,1.0986122886681098
h1500,2,0,1.0986122886681098
reports,2,0,1.0986122886681098
untuned,2,0,1.0986122886681098
zoll,2,0,1.0986122886681098
usa,2,0,1.0986122886681098
forzata,2,0,1.0986122886681098
monitoraggio,2,0,1.0986122886681098
dotato,2,0,1.0986122886681098
pimf250,1,0,0.6931471805599453
ottobre,1,0,0.6931471805599453
m1000,1,0,0.6931471805599453
show,1,0,0.6931471805599453
edificio,1,0,0.6931471805599453
mis,1,0,0.6931471805599453
1730a,1,0,0.6931471805599453
aeacac195013,1,0,0.6931471805599453
ends,1,0,0.6931471805599453
250kg,1,0,0.6931471805599453
avanzamento,1,0,0.6931471805599453
s868,1,0,0.6931471805599453
16zone,1,0,0.6931471805599453
maglia,1,0,0.6931471805599453
plane,1,0,0.6931471805599453
ws25,1,0,0.6931471805599453
nbr,1,0,0.6931471805599453
gomma,1,0,0.6931471805599453
deploy,1,0,0.6931471805599453
upe2488,1,0,0.6931471805599453
av1000,1,0,0.6931471805599453
siem,1,0,0.6931471805599453
595x595,1,0,0.6931471805599453
sharp,1,0,0.6931471805599453
parallela,1,0,0.6931471805599453
scout,1,0,0.6931471805599453
arg,1,0,0.6931471805599453
threatfeed,1,0,0.6931471805599453
globalelastic,1,0,0.6931471805599453
srmx6,1,0,0.6931471805599453
aerea,1,0,0.6931471805599453
laterlamente,1,0,0.6931471805599453
230vfr,1,0,0.6931471805599453
600s,1,0,0.6931471805599453
rpl,1,0,0.6931471805599453
snowaaexen,1,0,0.6931471805599453
400s,1,0,0.6931471805599453
16uscite,1,0,0.6931471805599453
mascio,1,0,0.6931471805599453
3xiec309,1,0,0.6931471805599453
natural,1,0,0.6931471805599453
30awg,1,0,0.6931471805599453
9001gr,1,0,0.6931471805599453
hnom,1,0,0.6931471805599453
penetration,1,0,0.6931471805599453
ha400,1,0,0.6931471805599453
8fe,1,0,0.6931471805599453
3x1poli,1,0,0.6931471805599453
2300lm,1,0,0.6931471805599453
plucabsmmsmms1m50eas,1,0,0.6931471805599453
plucabymmsjmm3m00eas,1,0,0.6931471805599453
libera,1,0,0.6931471805599453
led2g11,1,0,0.6931471805599453
qbase,1,0,0.6931471805599453
nylon66,1,0,0.6931471805599453
fluorescente,1,0,0.6931471805599453
3dwdp,1,0,0.6931471805599453
santricity1,1,0,0.6931471805599453
applicabili,1,0,0.6931471805599453
vernice,1,0,0.6931471805599453
80x80,1,0,0.6931471805599453
250mhz,1,0,0.6931471805599453
mboxace,1,0,0.6931471805599453
16t,1,0,0.6931471805599453
5se,1,0,0.6931471805599453
mountable,1,0,0.6931471805599453
abracon,1,0,0.6931471805599453
spacer,1,0,0.6931471805599453
allarm,1,0,0.6931471805599453
cv4bpgs,1,0,0.6931471805599453
kns,1,0,0.6931471805599453
183cm,1,0,0.6931471805599453
telemetria,1,0,0.6931471805599453
paviro,1,0,0.6931471805599453
laccato,1,0,0.6931471805599453
t120,1,0,0.6931471805599453
consegna,1,0,0.6931471805599453
corridoio,1,0,0.6931471805599453
b240,1,0,0.6931471805599453
such,1,0,0.6931471805599453
cap1,1,0,0.6931471805599453
a560,1,0,0.6931471805599453
tactical,1,0,0.6931471805599453
imx,1,0,0.6931471805599453
datalogger,1,0,0.6931471805599453
852x480,1,0,0.6931471805599453
4840x3025,1,0,0.6931471805599453
4500cm,1,0,0.6931471805599453
ng125,1,0,0.6931471805599453
277vac,1,0,0.6931471805599453
enduro,1,0,0.6931471805599453
pg164130,1,0,0.6931471805599453
debugger,1,0,0.6931471805599453
a120,1,0,0.6931471805599453
mr216i,1,0,0.6931471805599453
15v,1,0,0.6931471805599453
ricertificazione,1,0,0.6931471805599453
sing,1,0,0.6931471805599453
certificazione,1,0,0.6931471805599453
frameless,1,0,0.6931471805599453
sfp28ocp3,1,0,0.6931471805599453
16amp,1,0,0.6931471805599453
bps21a,1,0,0.6931471805599453
peak,1,0,0.6931471805599453
adattaore,1,0,0.6931471805599453
pc100ymcko,1,0,0.6931471805599453
toslinkottica,1,0,0.6931471805599453
precoce,1,0,0.6931471805599453
vgp,1,0,0.6931471805599453
quadra,1,0,0.6931471805599453
games,1,0,0.6931471805599453
35kav,1,0,0.6931471805599453
g20,1,0,0.6931471805599453
forhpe,1,0,0.6931471805599453
stnd,1,0,0.6931471805599453
erm,1,0,0.6931471805599453
websi,1,0,0.6931471805599453
intellimix,1,0,0.6931471805599453
1500kg,1,0,0.6931471805599453
178x35x60,1,0,0.6931471805599453
algoritmi,1,0,0.6931471805599453
15x15x12,1,0,0.6931471805599453
24ah,1,0,0.6931471805599453
metratura,1,0,0.6931471805599453
poingrab,1,0,0.6931471805599453
181x76x167,1,0,0.6931471805599453
spaz,1,0,0.6931471805599453
pi6000,1,0,0.6931471805599453
interruttori,1,0,0.6931471805599453
dernier,1,0,0.6931471805599453
aci141c,1,0,0.6931471805599453
0d1,1,0,0.6931471805599453
netcom,1,0,0.6931471805599453
dynadock,1,0,0.6931471805599453
displ,1,0,0.6931471805599453
pesante,1,0,0.6931471805599453
bg35,1,0,0.6931471805599453
allows,1,0,0.6931471805599453
220mm,1,0,0.6931471805599453
fin,1,0,0.6931471805599453
num,1,0,0.6931471805599453
rilux,1,0,0.6931471805599453
l100,1,0,0.6931471805599453
wirelessly,1,0,0.6931471805599453
parapo,1,0,0.6931471805599453
3pnt,1,0,0.6931471805599453
assetsthird,1,0,0.6931471805599453
ssplus,1,0,0.6931471805599453
g70,1,0,0.6931471805599453
distr,1,0,0.6931471805599453
schermat,1,0,0.6931471805599453
uq4r,1,0,0.6931471805599453
tocp3,1,0,0.6931471805599453
giuzione,1,0,0.6931471805599453
4400mah,1,0,0.6931471805599453
pickit,1,0,0.6931471805599453
130mm,1,0,0.6931471805599453
ray,1,0,0.6931471805599453
modalit,1,0,0.6931471805599453
deliver,1,0,0.6931471805599453
506e,1,0,0.6931471805599453
2048mb,1,0,0.6931471805599453
lancio,1,0,0.6931471805599453
chas,1,0,0.6931471805599453
xpix515,1,0,0.6931471805599453
riservato,1,0,0.6931471805599453
b21,1,0,0.6931471805599453
frusta,1,0,0.6931471805599453
narrowband,1,0,0.6931471805599453
petronio,1,0,0.6931471805599453
48w,1,0,0.6931471805599453
smartbunker,1,0,0.6931471805599453
60c,1,0,0.6931471805599453
cwdm4,1,0,0.6931471805599453
numerata,1,0,0.6931471805599453
uci,1,0,0.6931471805599453
licenziabile,1,0,0.6931471805599453
configurabili,1,0,0.6931471805599453
magnetotermi,1,0,0.6931471805599453
paret,1,0,0.6931471805599453
ig200,1,0,0.6931471805599453
comap,1,0,0.6931471805599453
1300a,1,0,0.6931471805599453
qm2131,1,0,0.6931471805599453
quickscan,1,0,0.6931471805599453
rei,1,0,0.6931471805599453
molle,1,0,0.6931471805599453
autochiusura,1,0,0.6931471805599453
1020mm,1,0,0.6931471805599453
914mm,1,0,0.6931471805599453
sdwa42u910d1070leco,1,0,0.6931471805599453
opening,1,0,0.6931471805599453
sr1,1,0,0.6931471805599453
9x5x4hr,1,0,0.6931471805599453
2ps,1,0,0.6931471805599453
2xe5520,1,0,0.6931471805599453
addtl,1,0,0.6931471805599453
1yracqy2,1,0,0.6931471805599453
applic,1,0,0.6931471805599453
fibre100g,1,0,0.6931471805599453
lanes,1,0,0.6931471805599453
lga4710,1,0,0.6931471805599453
datasafe,1,0,0.6931471805599453
400ml,1,0,0.6931471805599453
isopropilico,1,0,0.6931471805599453
bti,1,0,0.6931471805599453
broker,1,0,0.6931471805599453
montati,1,0,0.6931471805599453
2x28,1,0,0.6931471805599453
10y,1,0,0.6931471805599453
ar3300,1,0,0.6931471805599453
vita,1,0,0.6931471805599453
attesa,1,0,0.6931471805599453
canbus,1,0,0.6931471805599453
otn,1,0,0.6931471805599453
4x10gbase,1,0,0.6931471805599453
duoprox,1,0,0.6931471805599453
larg,1,0,0.6931471805599453
x80,1,0,0.6931471805599453
8619ip,1,0,0.6931471805599453
updated,1,0,0.6931471805599453
velco,1,0,0.6931471805599453
africa,1,0,0.6931471805599453
yc12,1,0,0.6931471805599453
yp23,1,0,0.6931471805599453
75mmblk,1,0,0.6931471805599453
2800w,1,0,0.6931471805599453
500kg,1,0,0.6931471805599453
90a,1,0,0.6931471805599453
config1,1,0,0.6931471805599453
c1100,1,0,0.6931471805599453
c890,1,0,0.6931471805599453
panacast,1,0,0.6931471805599453
84w,1,0,0.6931471805599453
pwlp1501,1,0,0.6931471805599453
ir1800,1,0,0.6931471805599453
hazloc,1,0,0.6931471805599453
300vdc,1,0,0.6931471805599453
60a,1,0,0.6931471805599453
kabra,1,0,0.6931471805599453
quarto,1,0,0.6931471805599453
mec,1,0,0.6931471805599453
imp,1,0,0.6931471805599453
6ru,1,0,0.6931471805599453
vandalismo,1,0,0.6931471805599453
canal,1,0,0.6931471805599453
221d,1,0,0.6931471805599453
aereo,1,0,0.6931471805599453
elle,1,0,0.6931471805599453
tgml,1,0,0.6931471805599453
sfusi,1,0,0.6931471805599453
almond,1,0,0.6931471805599453
perforated,1,0,0.6931471805599453
proxcard,1,0,0.6931471805599453
34bit,1,0,0.6931471805599453
16in,1,0,0.6931471805599453
blower,1,0,0.6931471805599453
6x4gb,1,0,0.6931471805599453
lsi1064,1,0,0.6931471805599453
dtu,1,0,0.6931471805599453
482x44,1,0,0.6931471805599453
ventiliazione,1,0,0.6931471805599453
livellamento,1,0,0.6931471805599453
gruppi,1,0,0.6931471805599453
curv,1,0,0.6931471805599453
ancor,1,0,0.6931471805599453
anter,1,0,0.6931471805599453
ancoraggio,1,0,0.6931471805599453
prf,1,0,0.6931471805599453
antipolvere,1,0,0.6931471805599453
asola,1,0,0.6931471805599453
rcg,1,0,0.6931471805599453
lre,1,0,0.6931471805599453
frigo,1,0,0.6931471805599453
93l,1,0,0.6931471805599453
rcd93wh1rt,1,0,0.6931471805599453
gbecopper,1,0,0.6931471805599453
port10,1,0,0.6931471805599453
r6000,1,0,0.6931471805599453
pcv,1,0,0.6931471805599453
w8l145,1,0,0.6931471805599453
2960x,1,0,0.6931471805599453
requiring,1,0,0.6931471805599453
rg213,1,0,0.6931471805599453
vca,1,0,0.6931471805599453
as440,1,0,0.6931471805599453
120tb,1,0,0.6931471805599453
associated,1,0,0.6931471805599453
36tb,1,0,0.6931471805599453
332mm,1,0,0.6931471805599453
12bit,1,0,0.6931471805599453
reperiblit,1,0,0.6931471805599453
sfilo,1,0,0.6931471805599453
meccanica,1,0,0.6931471805599453
atlantic,1,0,0.6931471805599453
eag,1,0,0.6931471805599453
xtsc6400,1,0,0.6931471805599453
l4000,1,0,0.6931471805599453
xtsc6200,1,0,0.6931471805599453
l2000,1,0,0.6931471805599453
led43s,1,0,0.6931471805599453
w8l117,1,0,0.6931471805599453
3to92,1,0,0.6931471805599453
ergostand,1,0,0.6931471805599453
official,1,0,0.6931471805599453
square,1,0,0.6931471805599453
specializzati,1,0,0.6931471805599453
tecnici,1,0,0.6931471805599453
laboratorio,1,0,0.6931471805599453
collaudato,1,0,0.6931471805599453
qlf,1,0,0.6931471805599453
xb24cz7wit,1,0,0.6931471805599453
ia3,1,0,0.6931471805599453
dbm,1,0,0.6931471805599453
nuts,1,0,0.6931471805599453
lush,1,0,0.6931471805599453
1064e,1,0,0.6931471805599453
pou,1,0,0.6931471805599453
c210,1,0,0.6931471805599453
sasxtdr,1,0,0.6931471805599453
r210,1,0,0.6931471805599453
m09,1,0,0.6931471805599453
rubrikappliances,1,0,0.6931471805599453
rbc31,1,0,0.6931471805599453
smt750i,1,0,0.6931471805599453
w15l120,1,0,0.6931471805599453
atdm,1,0,0.6931471805599453
dublex,1,0,0.6931471805599453
soffitti,1,0,0.6931471805599453
inclinatti,1,0,0.6931471805599453
robot,1,0,0.6931471805599453
conventional,1,0,0.6931471805599453
stage,1,0,0.6931471805599453
packageevery,1,0,0.6931471805599453
archive,1,0,0.6931471805599453
125mm,1,0,0.6931471805599453
bacheca,1,0,0.6931471805599453
fetb,1,0,0.6931471805599453
cloudout,1,0,0.6931471805599453
sughero,1,0,0.6931471805599453
utility,1,0,0.6931471805599453
55v,1,0,0.6931471805599453
inceel,1,0,0.6931471805599453
232x145,1,0,0.6931471805599453
t05,1,0,0.6931471805599453
elegance,1,0,0.6931471805599453
1000mt,1,0,0.6931471805599453
5x1,1,0,0.6931471805599453
engagement,1,0,0.6931471805599453
week,1,0,0.6931471805599453
iper,1,0,0.6931471805599453
nob,1,0,0.6931471805599453
beetronics,1,0,0.6931471805599453
tubetti,1,0,0.6931471805599453
armor,1,0,0.6931471805599453
16vac,1,0,0.6931471805599453
carpent,1,0,0.6931471805599453
fpo,1,0,0.6931471805599453
cablofilinternational,1,0,0.6931471805599453
terzi,1,0,0.6931471805599453
en50575,1,0,0.6931471805599453
corrugated,1,0,0.6931471805599453
dlu,1,0,0.6931471805599453
monomodali,1,0,0.6931471805599453
powert,1,0,0.6931471805599453
18hcore2duot8100,1,0,0.6931471805599453
1igcore2duop8400,1,0,0.6931471805599453
22jcore2duot6400,1,0,0.6931471805599453
1s1t7250,1,0,0.6931471805599453
espanzione,1,0,0.6931471805599453
vanadio,1,0,0.6931471805599453
extd,1,0,0.6931471805599453
6005bkb00,1,0,0.6931471805599453
m2610g,1,0,0.6931471805599453
m480g,1,0,0.6931471805599453
sempron,1,0,0.6931471805599453
e4500,1,0,0.6931471805599453
m261,1,0,0.6931471805599453
tub,1,0,0.6931471805599453
wires,1,0,0.6931471805599453
osp,1,0,0.6931471805599453
10amp,1,0,0.6931471805599453
sconto,1,0,0.6931471805599453
quattrocanali,1,0,0.6931471805599453
lt07,1,0,0.6931471805599453
pp2526,1,0,0.6931471805599453
f1000,1,0,0.6931471805599453
pozzo,1,0,0.6931471805599453
allineatore,1,0,0.6931471805599453
324a,1,0,0.6931471805599453
powsmezzo32,1,0,0.6931471805599453
lto7,1,0,0.6931471805599453
worm,1,0,0.6931471805599453
pows4canali1204dsp,1,0,0.6931471805599453
4x6,1,0,0.6931471805599453
20x5mm,1,0,0.6931471805599453
cvm,1,0,0.6931471805599453
smouv,1,0,0.6931471805599453
clay,1,0,0.6931471805599453
attaccare,1,0,0.6931471805599453
telepass,1,0,0.6931471805599453
powdercoat,1,0,0.6931471805599453
indludes,1,0,0.6931471805599453
passivi,1,0,0.6931471805599453
policarbonato,1,0,0.6931471805599453
vietato,1,0,0.6931471805599453
entrare,1,0,0.6931471805599453
ruleset,1,0,0.6931471805599453
72m,1,0,0.6931471805599453
cm350810,1,0,0.6931471805599453
inacciaio,1,0,0.6931471805599453
premutazione,1,0,0.6931471805599453
perfect,1,0,0.6931471805599453
creates,1,0,0.6931471805599453
waterfall,1,0,0.6931471805599453
tall,1,0,0.6931471805599453
12in,1,0,0.6931471805599453
doors,1,0,0.6931471805599453
